Dyad,AENP,GNP,MNP,WPP,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012
32594,,,,,,0,,0.0801,,,,,,,,
32595,,,,,,0.0623,,0.16,,,,,,,,
32596,,,,,,0,,0.0552,,,,,,,,
32597,,,,,,0.1164,,0,,,,,,,,
32598,,,,,,0,,0.1555,,,,,,,,
32599,,,,,,0.0501,,0.022,,,,,,,,
32600,,,,,,0.0419,,0.0168,,,,,,,,
32601,,,,,,0.2103,,0.0633,,,,,,,,
32602,,,,,,0.0599,,0.2311,,,,,,,,
32603,,,,,,0.0063,,0,,,,,,,,
32604,,,,,,0.0953,,0,,,,,,,,
32605,,,,,,0,,0,,,,,,,,
32606,,,,,,0,,0,,,,,,,,
32607,,,,,,0.0122,,0.0376,,,,,,,,
32608,,,,,,0.3964,,0.1719,,,,,,,,
32609,,,,,,0.3032,,0.0141,,,,,,,,
32610,,,,,,0.0122,,0.1775,,,,,,,,
32611,,,,,,0.2254,,0.131,,,,,,,,
32612,,,,,,0.2429,,0.1853,,,,,,,,
32613,,,,,,0,,0.2438,,,,,,,,
32614,,,,,,0,,0,,,,,,,,
32615,,,,,,0,,0.0787,,,,,,,,
32616,,,,,,0.1813,,0,,,,,,,,
32617,,,,,,0.3743,,0.2956,,,,,,,,
32618,,,,,,0,,0,,,,,,,,
32619,,,,,,0,,0,,,,,,,,
32620,,,,,,0,,0,,,,,,,,
32621,,,,,,0.0522,,0,,,,,,,,
32622,,,,,,0,,0,,,,,,,,
32623,,,,,,0,,0.0451,,,,,,,,
32624,,,,,,0,,0.0451,,,,,,,,
32625,,,,,,0.1936,,0.0523,,,,,,,,
32626,,,,,,0,,0,,,,,,,,
32627,,,,,,0.0305,,0,,,,,,,,
32628,,,,,,0,,0.1726,,,,,,,,
32629,,,,,,0,,0.1269,,,,,,,,
32630,,,,,,0,,0.1269,,,,,,,,
32631,,,,,,0.1859,,0,,,,,,,,
32632,,,,,,0.3378,,0,,,,,,,,
32633,,,,,,0.207,,0,,,,,,,,
32634,,,,,,0.0033,,0.0469,,,,,,,,
32635,,,,,,0.1795,,0,,,,,,,,
32636,,,,,,0.0784,,0,,,,,,,,
32637,,,,,,0.0305,,0.2137,,,,,,,,
32638,,,,,,0,,0,,,,,,,,
32639,,,,,,0,,0.0085,,,,,,,,
32640,,,,,,0,,0,,,,,,,,
32641,,,,,,0,,0,,,,,,,,
32642,,,,,,0,,0.1461,,,,,,,,
32643,,,,,,0.0446,,0,,,,,,,,
32644,,,,,,0.0776,,0,,,,,,,,
32645,,,,,,0.1521,,0,,,,,,,,
32646,,,,,,0.0918,,0,,,,,,,,
32647,,,,,,0,,0,,,,,,,,
32648,,,,,,0,,0.0533,,,,,,,,
32649,,,,,,0.0078,,0,,,,,,,,
32650,,,,,,0,,0.0423,,,,,,,,
32651,,,,,,0.1277,,0.3801,,,,,,,,
32652,,,,,,0,,0,,,,,,,,
32653,,,,,,0,,0.0267,,,,,,,,
32654,,,,,,0,,0,,,,,,,,
32655,,,,,,0.0112,,0,,,,,,,,
32656,,,,,,0.248,,0,,,,,,,,
32657,,,,,,0.1511,,0.1276,,,,,,,,
32658,,,,,,0,,0,,,,,,,,
32659,,,,,,0,,0,,,,,,,,
32660,,,,,,0,,0.1666,,,,,,,,
32661,,,,,,0.0835,,0,,,,,,,,
32662,,,,,,0.3637,,0,,,,,,,,
32663,,,,,,0.0322,,0.0062,,,,,,,,
32664,,,,,,0,,0.0355,,,,,,,,
32665,,,,,,0.2039,,0,,,,,,,,
32666,,,,,,0,,0,,,,,,,,
32667,,,,,,0.0885,,0.0886,,,,,,,,
32668,,,,,,0.5,,0.0384,,,,,,,,
32669,,,,,,0,,0,,,,,,,,
32670,,,,,,0.1307,,0.0975,,,,,,,,
32671,,,,,,0.1857,,0,,,,,,,,
32672,,,,,,0.23,,0.0423,,,,,,,,
32673,,,,,,0,,0,,,,,,,,
32674,,,,,,0.0275,,0,,,,,,,,
32675,,,,,,0,,0.2605,,,,,,,,
32676,,,,,,0,,0.0882,,,,,,,,
32677,,,,,,0.0305,,0.0829,,,,,,,,
32678,,,,,,0.5,,0,,,,,,,,
32679,,,,,,0.3212,,0,,,,,,,,
32680,,,,,,0,,0.1669,,,,,,,,
32681,,,,,,0.0092,,0.0474,,,,,,,,
32682,,,,,,0,,0,,,,,,,,
32683,,,,,,0,,0,,,,,,,,
32684,,,,,,0,,0,,,,,,,,
32685,,,,,,0.0151,,0,,,,,,,,
32686,,,,,,0,,0,,,,,,,,
32687,,,,,,0,,0,,,,,,,,
32688,,,,,,0.0032,,0,,,,,,,,
32689,,,,,,0.2815,,0.0258,,,,,,,,
32690,,,,,,0.1058,,0.0215,,,,,,,,
32691,,,,,,0,,0,,,,,,,,
32692,,,,,,0,,0,,,,,,,,
32693,,,,,,0.3259,,0.0029,,,,,,,,
32694,,,,,,0.0401,,0,,,,,,,,
32695,,,,,,0.121,,0.0118,,,,,,,,
32696,,,,,,0.0236,,0.1856,,,,,,,,
32697,,,,,,0,,0,,,,,,,,
32698,,,,,,0,,0,,,,,,,,
32699,,,,,,0,,0,,,,,,,,
32700,,,,,,0,,0,,,,,,,,
32701,,,,,,0,,0.1008,,,,,,,,
32702,,,,,,0.0122,,0,,,,,,,,
32703,,,,,,0,,0.0389,,,,,,,,
32704,,,,,,0.0951,,0.2936,,,,,,,,
32705,,,,,,0,,0.0345,,,,,,,,
32706,,,,,,0.0547,,0.3875,,,,,,,,
32707,,,,,,0,,0,,,,,,,,
32708,,,,,,0.0407,,0.3308,,,,,,,,
32709,,,,,,0,,0.2337,,,,,,,,
32710,,,,,,0.0057,,0.5,,,,,,,,
32711,,,,,,0.1042,,0.0733,,,,,,,,
32712,,,,,,0.0427,,0.5,,,,,,,,
32713,,,,,,0.1398,,0,,,,,,,,
32714,,,,,,0.1615,,0.5494,,,,,,,,
32715,,,,,,0,,0.2979,,,,,,,,
32716,,,,,,0.0699,,0,,,,,,,,
32717,,,,,,0,,0,,,,,,,,
32718,,,,,,0,,0,,,,,,,,
32719,,,,,,0.0428,,0,,,,,,,,
32720,,,,,,0,,0,,,,,,,,
32721,,,,,,0,,0,,,,,,,,
32722,,,,,,0.0383,,0.0023,,,,,,,,
32723,,,,,,0,,0.0497,,,,,,,,
32724,,,,,,0.0949,,0,,,,,,,,
32725,,,,,,0,,0.003,,,,,,,,
32726,,,,,,0,,0.0385,,,,,,,,
32727,,,,,,0,,0.5,,,,,,,,
32728,,,,,,0.0487,,0.2101,,,,,,,,
32729,,,,,,0,,0,,,,,,,,
32730,,,,,,0,,0,,,,,,,,
32731,,,,,,0,,0.4682,,,,,,,,
32732,,,,,,0.0237,,0.2781,,,,,,,,
32733,,,,,,0.0533,,0.4112,,,,,,,,
32734,,,,,,0.1128,,0,,,,,,,,
32735,,,,,,0.0533,,0.5,,,,,,,,
32736,,,,,,0,,0.316,,,,,,,,
32737,,,,,,0,,0,,,,,,,,
32738,,,,,,0.0414,,0,,,,,,,,
32739,,,,,,0,,0,,,,,,,,
32740,,,,,,0,,0.2998,,,,,,,,
32741,,,,,,0.0084,,0,,,,,,,,
32742,,,,,,0.0662,,0.2156,,,,,,,,
32743,,,,,,0.0674,,0,,,,,,,,
32744,,,,,,0,,0.1258,,,,,,,,
32745,,,,,,0.1224,,0.2005,,,,,,,,
32746,,,,,,0,,0.0809,,,,,,,,
32747,,,,,,0.2852,,0.0141,,,,,,,,
32748,,,,,,0,,0.0108,,,,,,,,
32749,,,,,,0.1717,,0,,,,,,,,
32750,,,,,,0.0373,,0,,,,,,,,
32751,,,,,,0.5408,,0,,,,,,,,
32752,,,,,,0,,0.2021,,,,,,,,
32753,,,,,,0.1989,,0.1265,,,,,,,,
32754,,,,,,0,,0,,,,,,,,
32755,,,,,,0,,0.0335,,,,,,,,
32756,,,,,,0,,0,,,,,,,,
32757,,,,,,0.1939,,0,,,,,,,,
32758,,,,,,0.3419,,0,,,,,,,,
32759,,,,,,0,,0,,,,,,,,
32760,,,,,,0.2715,,0,,,,,,,,
32761,,,,,,0.0851,,0,,,,,,,,
32762,,,,,,0,,0,,,,,,,,
32763,,,,,,0,,0,,,,,,,,
32764,,,,,,0,,0.1252,,,,,,,,
32765,,,,,,0,,0.0098,,,,,,,,
32766,,,,,,0.2309,,0,,,,,,,,
32767,,,,,,0,,0,,,,,,,,
32768,,,,,,0.1536,,0,,,,,,,,
32769,,,,,,0,,0.0568,,,,,,,,
32770,,,,,,0.1773,,0.1904,,,,,,,,
32771,,,,,,0,,0.0843,,,,,,,,
32772,,,,,,0.301,,0.5,,,,,,,,
32773,,,,,,0,,0.047,,,,,,,,
32774,,,,,,0,,0,,,,,,,,
32775,,,,,,0.448,,0.092,,,,,,,,
32776,,,,,,0.1786,,0,,,,,,,,
32777,,,,,,0.0788,,0.022,,,,,,,,
32778,,,,,,0,,0,,,,,,,,
32779,,,,,,0,,0.1085,,,,,,,,
32780,,,,,,0,,0,,,,,,,,
32781,,,,,,0,,0,,,,,,,,
32782,,,,,,0.4956,,0.2618,,,,,,,,
32783,,,,,,0,,0,,,,,,,,
32784,,,,,,0.5,,0,,,,,,,,
32785,,,,,,0,,0.0207,,,,,,,,
32786,,,,,,0,,0,,,,,,,,
32787,,,,,,0,,0.5,,,,,,,,
32788,,,,,,0,,0,,,,,,,,
32789,,,,,,0.027,,0,,,,,,,,
32790,,,,,,0,,0.1549,,,,,,,,
32791,,,,,,0.0509,,0.0929,,,,,,,,
32792,,,,,,0.2804,,0.0929,,,,,,,,
32793,,,,,,0.3535,,0,,,,,,,,
32794,,,,,,0,,0,,,,,,,,
32795,,,,,,0.3998,,0,,,,,,,,
32796,,,,,,0,,0.0686,,,,,,,,
32797,,,,,,0.2928,,0,,,,,,,,
32798,,,,,,0,,0,,,,,,,,
32799,,,,,,0.0363,,0.123,,,,,,,,
32800,,,,,,0.3755,,0.0127,,,,,,,,
32801,,,,,,0.1923,,0.0768,,,,,,,,
32802,,,,,,0.1016,,0.2167,,,,,,,,
32803,,,,,,0.4532,,0.1116,,,,,,,,
32804,,,,,,0.1158,,0.1727,,,,,,,,
32805,,,,,,0,,0,,,,,,,,
32806,,,,,,0.3805,,0.0027,,,,,,,,
32807,,,,,,0.5,,0.0718,,,,,,,,
32808,,,,,,0.2161,,0,,,,,,,,
32809,,,,,,0,,0,,,,,,,,
32810,,,,,,0.0476,,0,,,,,,,,
32811,,,,,,0.2362,,0.2805,,,,,,,,
32812,,,,,,0,,0.0749,,,,,,,,
32813,,,,,,0,,0.0731,,,,,,,,
32814,,,,,,0,,0,,,,,,,,
32815,,,,,,0.1044,,0.0954,,,,,,,,
32816,,,,,,0.5,,0,,,,,,,,
32817,,,,,,0.2839,,0.0569,,,,,,,,
32818,,,,,,0.0663,,0,,,,,,,,
32819,,,,,,0,,0.0849,,,,,,,,
32820,,,,,,0.0476,,0,,,,,,,,
32821,,,,,,0,,0.0227,,,,,,,,
32822,,,,,,0,,0.0423,,,,,,,,
32823,,,,,,0,,0,,,,,,,,
32824,,,,,,0,,0,,,,,,,,
32825,,,,,,0.0851,,0,,,,,,,,
32826,,,,,,0.1584,,0.0583,,,,,,,,
32827,,,,,,0,,0,,,,,,,,
32828,,,,,,0,,0.0126,,,,,,,,
32829,,,,,,0.1351,,0,,,,,,,,
32830,,,,,,0,,0.1983,,,,,,,,
32831,,,,,,0.5025,,0.0309,,,,,,,,
32832,,,,,,0,,0.0757,,,,,,,,
32833,,,,,,0,,0.2711,,,,,,,,
32834,,,,,,0,,0,,,,,,,,
32835,,,,,,0,,0.0476,,,,,,,,
32836,,,,,,0.144,,0,,,,,,,,
32837,,,,,,0,,0,,,,,,,,
32838,,,,,,0,,0.1653,,,,,,,,
32839,,,,,,0.2636,,0,,,,,,,,
32840,,,,,,0.1323,,0.0113,,,,,,,,
32841,,,,,,0.0817,,0.2776,,,,,,,,
32842,,,,,,0,,0.0583,,,,,,,,
32843,,,,,,0,,0.022,,,,,,,,
32844,,,,,,0,,0.022,,,,,,,,
32845,,,,,,0,,0.4051,,,,,,,,
32846,,,,,,0,,0.0102,,,,,,,,
32847,,,,,,0.1893,,0.0341,,,,,,,,
32848,,,,,,0.084,,0,,,,,,,,
32849,,,,,,0.0862,,0.2951,,,,,,,,
32850,,,,,,0,,0.5,,,,,,,,
32851,,,,,,0,,0.1707,,,,,,,,
32852,,,,,,0,,0.0141,,,,,,,,
32853,,,,,,0.0401,,0,,,,,,,,
32854,,,,,,0.125,,0,,,,,,,,
32855,,,,,,0,,0,,,,,,,,
32856,,,,,,0,,0,,,,,,,,
32857,,,,,,0,,0.1631,,,,,,,,
32858,,,,,,0,,0.1325,,,,,,,,
32859,,,,,,0,,0,,,,,,,,
32860,,,,,,0.1841,,0.0106,,,,,,,,
32861,,,,,,0.0929,,0.2265,,,,,,,,
32862,,,,,,0.1859,,0.206,,,,,,,,
32863,,,,,,0.0483,,0,,,,,,,,
32864,,,,,,0,,0,,,,,,,,
32865,,,,,,0,,0,,,,,,,,
32866,,,,,,0.1302,,0.5044,,,,,,,,
32867,,,,,,0,,0.5,,,,,,,,
32868,,,,,,0,,0,,,,,,,,
32869,,,,,,0,,0.2677,,,,,,,,
32870,,,,,,0.0772,,0.0572,,,,,,,,
32871,,,,,,0,,0.2514,,,,,,,,
32872,,,,,,0,,0,,,,,,,,
32873,,,,,,0,,0,,,,,,,,
32874,,,,,,0,,0,,,,,,,,
32875,,,,,,0,,0.001,,,,,,,,
32876,,,,,,0.0506,,0,,,,,,,,
32877,,,,,,0,,0.0029,,,,,,,,
32878,,,,,,0.1755,,0,,,,,,,,
32879,,,,,,0,,0.1002,,,,,,,,
32880,,,,,,0,,0.0415,,,,,,,,
32881,,,,,,0.0336,,0.2945,,,,,,,,
32882,,,,,,0,,0,,,,,,,,
32883,,,,,,0.2433,,0.2463,,,,,,,,
32884,,,,,,0.0576,,0.1397,,,,,,,,
32885,,,,,,0,,0,,,,,,,,
32886,,,,,,0,,0.0916,,,,,,,,
32887,,,,,,0.0092,,0.1864,,,,,,,,
32888,,,,,,0.0541,,0,,,,,,,,
32889,,,,,,0,,0.0117,,,,,,,,
32890,,,,,,0,,0,,,,,,,,
32891,,,,,,0,,0.2444,,,,,,,,
32892,,,,,,0,,0.1071,,,,,,,,
32893,,,,,,0.231,,0.1905,,,,,,,,
32894,,,,,,0.0576,,0.0483,,,,,,,,
32895,,,,,,0.1044,,0.0483,,,,,,,,
32896,,,,,,0,,0,,,,,,,,
32897,,,,,,0,,0.0133,,,,,,,,
32898,,,,,,0.0095,,0.5258,,,,,,,,
32899,,,,,,0,,0,,,,,,,,
32900,,,,,,0,,0.0397,,,,,,,,
32901,,,,,,0.0656,,0,,,,,,,,
32902,,,,,,0,,0,,,,,,,,
32903,,,,,,0,,0,,,,,,,,
32904,,,,,,0,,0.0769,,,,,,,,
32905,,,,,,0,,0.1155,,,,,,,,
32906,,,,,,0,,0,,,,,,,,
32907,,,,,,0,,0,,,,,,,,
32908,,,,,,0,,0.0793,,,,,,,,
32909,,,,,,0,,0,,,,,,,,
32910,,,,,,0,,0,,,,,,,,
32911,,,,,,0.1148,,0,,,,,,,,
32912,,,,,,0,,0.0627,,,,,,,,
32913,,,,,,0,,0,,,,,,,,
32914,,,,,,0.1966,,0.0878,,,,,,,,
32915,,,,,,0.0596,,0,,,,,,,,
32916,,,,,,0.5,,0.0089,,,,,,,,
32917,,,,,,0,,0.1195,,,,,,,,
32918,,,,,,0,,0.3575,,,,,,,,
32919,,,,,,0,,0,,,,,,,,
32920,,,,,,0,,0.1693,,,,,,,,
32921,,,,,,0,,0.341,,,,,,,,
32922,,,,,,0.0701,,0,,,,,,,,
32923,,,,,,0.3093,,0,,,,,,,,
32924,,,,,,0.0475,,0,,,,,,,,
32925,,,,,,0,,0,,,,,,,,
32926,,,,,,0.2053,,0,,,,,,,,
32927,,,,,,0,,0,,,,,,,,
32928,,,,,,0.0475,,0,,,,,,,,
32929,,,,,,0,,0.0549,,,,,,,,
32930,,,,,,0,,0,,,,,,,,
32931,,,,,,0,,0.2521,,,,,,,,
32932,,,,,,0.0581,,0,,,,,,,,
32933,,,,,,0,,0.2199,,,,,,,,
32934,,,,,,0,,0.2322,,,,,,,,
32935,,,,,,0,,0,,,,,,,,
32936,,,,,,0,,0.5,,,,,,,,
32937,,,,,,0,,0.2806,,,,,,,,
32938,,,,,,0,,0.2166,,,,,,,,
32939,,,,,,0,,0.1097,,,,,,,,
32940,,,,,,0,,0,,,,,,,,
32941,,,,,,0,,0.5,,,,,,,,
32942,,,,,,0.2624,,0.2597,,,,,,,,
32943,,,,,,0.3321,,0,,,,,,,,
32944,,,,,,0,,0,,,,,,,,
32945,,,,,,0.0272,,0,,,,,,,,
32946,,,,,,0.5,,0.0985,,,,,,,,
32947,,,,,,0.0358,,0.1293,,,,,,,,
32948,,,,,,0.2165,,0.3159,,,,,,,,
32949,,,,,,0,,0,,,,,,,,
32950,,,,,,0,,0.0075,,,,,,,,
32951,,,,,,0,,0.1645,,,,,,,,
32952,,,,,,0.0457,,0,,,,,,,,
32953,,,,,,0,,0,,,,,,,,
32954,,,,,,0.0998,,0.0768,,,,,,,,
32955,,,,,,0.0358,,0,,,,,,,,
32956,,,,,,0.1002,,0,,,,,,,,
32957,,,,,,0.3617,,0.1843,,,,,,,,
32958,,,,,,0,,0.2619,,,,,,,,
32959,,,,,,0,,0.1195,,,,,,,,
32960,,,,,,0.0814,,0,,,,,,,,
32961,,,,,,0.159,,0,,,,,,,,
32962,,,,,,0,,0,,,,,,,,
32963,,,,,,0.0477,,0,,,,,,,,
32964,,,,,,0.0324,,0,,,,,,,,
32965,,,,,,0.5,,0,,,,,,,,
32966,,,,,,0.0489,,0.0089,,,,,,,,
32967,,,,,,0,,0.1709,,,,,,,,
32968,,,,,,0.2881,,0.0826,,,,,,,,
32969,,,,,,0,,0,,,,,,,,
32970,,,,,,0.1071,,0.0044,,,,,,,,
32971,,,,,,0.0215,,0,,,,,,,,
32972,,,,,,0,,0,,,,,,,,
32973,,,,,,0,,0,,,,,,,,
32974,,,,,,0.166,,0.0522,,,,,,,,
32975,,,,,,0.0993,,0,,,,,,,,
32976,,,,,,0,,0.1163,,,,,,,,
32977,,,,,,0,,0.1569,,,,,,,,
32978,,,,,,0.2567,,0.0568,,,,,,,,
32979,,,,,,0.3475,,0,,,,,,,,
32980,,,,,,0,,0,,,,,,,,
32981,,,,,,0.1422,,0.0949,,,,,,,,
32982,,,,,,0,,0.0563,,,,,,,,
32983,,,,,,0.0358,,0,,,,,,,,
32984,,,,,,0,,0.1271,,,,,,,,
32985,,,,,,0.2758,,0.0831,,,,,,,,
32986,,,,,,0,,0.0061,,,,,,,,
32987,,,,,,0,,0,,,,,,,,
32988,,,,,,0,,0,,,,,,,,
32989,,,,,,0.3284,,0.1356,,,,,,,,
32990,,,,,,0.0046,,0,,,,,,,,
32991,,,,,,0,,0,,,,,,,,
32992,,,,,,0,,0.0572,,,,,,,,
32993,,,,,,0,,0.226,,,,,,,,
32994,,,,,,0,,0.2259,,,,,,,,
32995,,,,,,0.0701,,0,,,,,,,,
32996,,,,,,0,,0,,,,,,,,
32997,,,,,,0,,0.5,,,,,,,,
32998,,,,,,0,,0.1384,,,,,,,,
32999,,,,,,0,,0,,,,,,,,
33000,,,,,,0,,0,,,,,,,,
33001,,,,,,0,,0.0766,,,,,,,,
33002,,,,,,0,,0,,,,,,,,
33003,,,,,,0,,0,,,,,,,,
33004,,,,,,0,,0,,,,,,,,
33005,,,,,,0,,0,,,,,,,,
33006,,,,,,0.0601,,0.1015,,,,,,,,
33007,,,,,,0,,0,,,,,,,,
33008,,,,,,0,,0,,,,,,,,
33009,,,,,,0.0195,,0,,,,,,,,
33010,,,,,,0,,0,,,,,,,,
33011,,,,,,0.2833,,0.0474,,,,,,,,
33012,,,,,,0.3525,,0,,,,,,,,
33013,,,,,,0.5,,0.0913,,,,,,,,
33014,,,,,,0,,0.1892,,,,,,,,
33015,,,,,,0.0716,,0.1987,,,,,,,,
33016,,,,,,0.2182,,0,,,,,,,,
33017,,,,,,0.0608,,0.2007,,,,,,,,
33018,,,,,,0,,0,,,,,,,,
33019,,,,,,0,,0,,,,,,,,
33020,,,,,,0,,0,,,,,,,,
33021,,,,,,0,,0,,,,,,,,
33022,,,,,,0,,0.0431,,,,,,,,
33023,,,,,,0,,0,,,,,,,,
33024,,,,,,0.0278,,0.0305,,,,,,,,
33025,,,,,,0,,0.0191,,,,,,,,
33026,,,,,,0,,0.0616,,,,,,,,
33027,,,,,,0,,0,,,,,,,,
33028,,,,,,0,,0,,,,,,,,
33029,,,,,,0,,0.1114,,,,,,,,
33030,,,,,,0,,0.1495,,,,,,,,
33031,,,,,,0,,0,,,,,,,,
33032,,,,,,0.0404,,0.0776,,,,,,,,
33033,,,,,,0.0551,,0,,,,,,,,
33034,,,,,,0.021,,0.4872,,,,,,,,
33035,,,,,,0.0862,,0.1901,,,,,,,,
33036,,,,,,0,,0.2361,,,,,,,,
33037,,,,,,0,,0.0563,,,,,,,,
33038,,,,,,0.3484,,0.5,,,,,,,,
33039,,,,,,0,,0.0598,,,,,,,,
33040,,,,,,0.063,,0.1424,,,,,,,,
33041,,,,,,0.1711,,0.0142,,,,,,,,
33042,,,,,,0.17,,0.0142,,,,,,,,
33043,,,,,,0,,0.1372,,,,,,,,
33044,,,,,,0,,0,,,,,,,,
33045,,,,,,0.2062,,0,,,,,,,,
33046,,,,,,0,,0.1194,,,,,,,,
33047,,,,,,0,,0,,,,,,,,
33048,,,,,,0,,0.0928,,,,,,,,
33049,,,,,,0.0484,,0.2193,,,,,,,,
33050,,,,,,0,,0,,,,,,,,
33051,,,,,,0,,0,,,,,,,,
33052,,,,,,0,,0,,,,,,,,
33053,,,,,,0,,0,,,,,,,,
33054,,,,,,0,,0.2863,,,,,,,,
33055,,,,,,0,,0.0747,,,,,,,,
33056,,,,,,0,,0.2573,,,,,,,,
33057,,,,,,0,,0,,,,,,,,
33058,,,,,,0,,0,,,,,,,,
33059,,,,,,0,,0,,,,,,,,
33060,,,,,,0.1117,,0,,,,,,,,
33061,,,,,,0,,0.0279,,,,,,,,
33062,,,,,,0,,0,,,,,,,,
33063,,,,,,0,,0,,,,,,,,
33064,,,,,,0,,0,,,,,,,,
33065,,,,,,0,,0.3571,,,,,,,,
33066,,,,,,0,,0.0231,,,,,,,,
33067,,,,,,0.0327,,0,,,,,,,,
33068,,,,,,0,,0,,,,,,,,
33069,,,,,,0,,0,,,,,,,,
33070,,,,,,0,,0.035,,,,,,,,
33071,,,,,,0.0123,,0,,,,,,,,
33072,,,,,,0,,0.1547,,,,,,,,
33073,,,,,,0,,0.5063,,,,,,,,
33074,,,,,,0,,0,,,,,,,,
33075,,,,,,0,,0.3878,,,,,,,,
33076,,,,,,0.0642,,0,,,,,,,,
33077,,,,,,0.1372,,0.1539,,,,,,,,
33078,,,,,,0.244,,0.3355,,,,,,,,
33079,,,,,,0.2769,,0,,,,,,,,
33080,,,,,,0.035,,0.0917,,,,,,,,
33081,,,,,,0.0393,,0.0312,,,,,,,,
33082,,,,,,0,,0,,,,,,,,
33083,,,,,,0,,0.0244,,,,,,,,
33084,,,,,,0.0334,,0,,,,,,,,
33085,,,,,,0,,0.1065,,,,,,,,
33086,,,,,,0,,0.2439,,,,,,,,
33087,,,,,,0.1231,,0,,,,,,,,
33088,,,,,,0,,0.2355,,,,,,,,
33089,,,,,,0,,0.2356,,,,,,,,
33090,,,,,,0.0605,,0,,,,,,,,
33091,,,,,,0.0924,,0,,,,,,,,
33092,,,,,,0.2361,,0.2199,,,,,,,,
33093,,,,,,0.1333,,0.0394,,,,,,,,
33094,,,,,,0.5,,0.0566,,,,,,,,
33095,,,,,,0,,0,,,,,,,,
33096,,,,,,0.0746,,0,,,,,,,,
33097,,,,,,0,,0,,,,,,,,
33098,,,,,,0.1099,,0,,,,,,,,
33099,,,,,,0.09,,0.085,,,,,,,,
33100,,,,,,0,,0.12,,,,,,,,
33101,,,,,,0.1071,,0,,,,,,,,
33102,,,,,,0.1101,,0,,,,,,,,
33103,,,,,,0,,0,,,,,,,,
33104,,,,,,0.0698,,0.5,,,,,,,,
33105,,,,,,0,,0.0202,,,,,,,,
33106,,,,,,0.257,,0,,,,,,,,
33107,,,,,,0.5,,0,,,,,,,,
33108,,,,,,0.1419,,0,,,,,,,,
33109,,,,,,0,,0.3156,,,,,,,,
33110,,,,,,0.2141,,0.0527,,,,,,,,
33111,,,,,,0.216,,0.1245,,,,,,,,
33112,,,,,,0,,0,,,,,,,,
33113,,,,,,0,,0,,,,,,,,
33114,,,,,,0.1417,,0,,,,,,,,
33115,,,,,,0.1144,,0,,,,,,,,
33116,,,,,,0.023,,0,,,,,,,,
33117,,,,,,0.1166,,0,,,,,,,,
33118,,,,,,0,,0,,,,,,,,
33119,,,,,,0,,0.376,,,,,,,,
33120,,,,,,0.0641,,0,,,,,,,,
33121,,,,,,0,,0.0729,,,,,,,,
33122,,,,,,0.1645,,0,,,,,,,,
33123,,,,,,0.0601,,0.5,,,,,,,,
33124,,,,,,0.1316,,0.1963,,,,,,,,
33125,,,,,,0.0682,,0,,,,,,,,
33126,,,,,,0.3914,,0,,,,,,,,
33127,,,,,,0,,0.6457,,,,,,,,
33128,,,,,,0.1442,,0.4467,,,,,,,,
33129,,,,,,0.1233,,0.5169,,,,,,,,
33130,,,,,,0,,0,,,,,,,,
33131,,,,,,0.2361,,0.5,,,,,,,,
33132,,,,,,0.0217,,0.3846,,,,,,,,
33133,,,,,,0.1342,,0,,,,,,,,
33134,,,,,,0,,0,,,,,,,,
33135,,,,,,0.0961,,0,,,,,,,,
33136,,,,,,0.0813,,0.3862,,,,,,,,
33137,,,,,,0.1328,,0,,,,,,,,
33138,,,,,,0.1355,,0.0127,,,,,,,,
33139,,,,,,0.0481,,0,,,,,,,,
33140,,,,,,0.1783,,0.1956,,,,,,,,
33141,,,,,,0,,0.3399,,,,,,,,
33142,,,,,,0.0138,,0.0265,,,,,,,,
33143,,,,,,0,,0,,,,,,,,
33144,,,,,,0,,0,,,,,,,,
33145,,,,,,0,,0,,,,,,,,
33146,,,,,,0,,0.067,,,,,,,,
33147,,,,,,0.2983,,0,,,,,,,,
33148,,,,,,0.0972,,0.1262,,,,,,,,
33149,,,,,,0.1119,,0.1549,,,,,,,,
33150,,,,,,0.2156,,0,,,,,,,,
33151,,,,,,0,,0.1085,,,,,,,,
33152,,,,,,0.1272,,0,,,,,,,,
33153,,,,,,0.1663,,0,,,,,,,,
33154,,,,,,0,,0,,,,,,,,
33155,,,,,,0,,0,,,,,,,,
33156,,,,,,0.0875,,0,,,,,,,,
33157,,,,,,0.0724,,0,,,,,,,,
33158,,,,,,0.2317,,0,,,,,,,,
33159,,,,,,0.0352,,0,,,,,,,,
33160,,,,,,0,,0,,,,,,,,
33161,,,,,,0,,0,,,,,,,,
33162,,,,,,0.5,,0,,,,,,,,
33163,,,,,,0.2342,,0,,,,,,,,
33164,,,,,,0.244,,0.3236,,,,,,,,
33165,,,,,,0,,0,,,,,,,,
33166,,,,,,0.2526,,0.5,,,,,,,,
33167,,,,,,0,,0.0164,,,,,,,,
33168,,,,,,0,,0.1947,,,,,,,,
33169,,,,,,0,,0.2696,,,,,,,,
33170,,,,,,0,,0,,,,,,,,
33171,,,,,,0,,0.1741,,,,,,,,
33172,,,,,,0.2024,,0.1476,,,,,,,,
33173,,,,,,0,,0.032,,,,,,,,
33174,,,,,,0,,0.0199,,,,,,,,
33175,,,,,,0,,0,,,,,,,,
33176,,,,,,0,,0.0524,,,,,,,,
33177,,,,,,0,,0.1371,,,,,,,,
33178,,,,,,0.0155,,0,,,,,,,,
